frame	timestamp	confidence	success	pose_Rx	pose_Ry	pose_Rz	AU01_r	AU02_r	AU04_r	AU05_r	AU06_r	AU07_r	AU09_r	AU10_r	AU12_r	AU14_r	AU15_r	AU17_r	AU20_r	AU23_r	AU25_r	AU26_r	AU45_r	stage
189	7.52	0.98	1	-0.349	-0.101	-0.04	0	0	0	0.9	0	0	0	0	0	0	0	0.03	0	0	0.78	0.21	0.29	before
190	7.56	0.98	1	-0.344	-0.101	-0.04	0	0	0	0.83	0	0	0	0	0	0	0	0.03	0	0	0.91	0.22	0.33	before
191	7.6	0.98	1	-0.345	-0.101	-0.04	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	1.04	0.28	0.42	before
192	7.64	0.98	1	-0.344	-0.1	-0.04	0.01	0	0	0.72	0	0	0	0	0	0	0	0	0	0	0.95	0.32	0.44	before
193	7.68	0.98	1	-0.347	-0.099	-0.033	0.03	0	0	0.59	0	0	0	0	0	0	0	0	0	0	0.89	0.38	0.41	before
194	7.72	0.98	1	-0.345	-0.101	-0.032	0.03	0	0	0.55	0	0	0	0	0	0	0	0.03	0	0	0.9	0.46	0.51	before
195	7.76	0.98	1	-0.354	-0.101	-0.031	0.02	0	0	0.59	0	0	0	0	0	0	0	0.07	0	0	0.96	0.47	0.63	before
196	7.8	0.98	1	-0.353	-0.101	-0.031	0	0	0	0.72	0	0	0	0	0	0	0	0.12	0	0	1.04	0.47	0.78	before
197	7.84	0.98	1	-0.353	-0.101	-0.031	0	0	0	0.66	0	0	0	0	0	0	0	0.1	0	0	1.03	0.4	0.54	before
198	7.88	0.98	1	-0.335	-0.101	-0.024	0	0	0	0.63	0	0	0	0	0	0.03	0	0.05	0	0	1.06	0.35	0.3	before
199	7.92	0.98	1	-0.334	-0.103	-0.023	0	0	0	0.49	0	0	0	0	0	0.07	0	0	0	0	1.03	0.22	0.02	before
200	7.96	0.98	1	-0.337	-0.103	-0.024	0	0	0	0.45	0	0	0	0	0	0.07	0	0	0	0	1.02	0.2	0.02	before
201	8	0.98	1	-0.338	-0.103	-0.025	0	0	0	0.37	0	0	0	0	0	0.08	0	0	0	0	0.99	0.16	0	before
202	8.04	0.98	1	-0.338	-0.103	-0.025	0	0	0	0.48	0	0	0	0	0	0.06	0	0	0	0	0.96	0.17	0	before
203	8.08	0.98	1	-0.34	-0.102	-0.024	0	0	0	0.58	0	0	0	0	0	0.08	0	0	0	0	0.93	0.1	0	before
204	8.12	0.98	1	-0.339	-0.103	-0.024	0	0	0	0.63	0	0	0	0	0	0.05	0	0	0	0	0.87	0.06	0.02	before
205	8.16	0.98	1	-0.346	-0.099	-0.027	0	0	0	0.59	0	0	0	0	0	0.03	0	0	0.01	0	0.83	0.07	0.03	before
206	8.2	0.98	1	-0.346	-0.099	-0.027	0	0	0	0.57	0	0	0	0	0	0	0	0	0.01	0	0.79	0.11	0.04	before
207	8.24	0.98	1	-0.347	-0.098	-0.028	0	0	0	0.64	0	0	0	0	0	0	0	0	0.01	0	0.9	0.24	0.02	before
208	8.28	0.98	1	-0.349	-0.1	-0.025	0	0	0	0.73	0	0	0	0	0	0	0	0	0	0	1.03	0.29	0.01	before
209	8.32	0.98	1	-0.346	-0.101	-0.023	0	0.03	0	0.64	0	0	0	0	0	0	0	0	0	0	1.09	0.35	0	before
210	8.36	0.98	1	-0.344	-0.101	-0.022	0	0.07	0	0.56	0	0	0	0	0	0	0	0	0	0	1.01	0.36	0	before
211	8.4	0.98	1	-0.344	-0.102	-0.022	0	0.09	0	0.46	0	0	0	0	0	0	0	0	0	0	0.91	0.39	0	before
212	8.44	0.98	1	-0.344	-0.102	-0.022	0.01	0.06	0	0.46	0	0	0	0	0	0	0	0	0	0	0.93	0.31	0	before
213	8.48	0.98	1	-0.344	-0.101	-0.02	0.01	0.02	0	0.44	0	0	0	0	0	0	0	0	0	0	0.97	0.23	0	before
214	8.52	0.98	1	-0.344	-0.101	-0.02	0.01	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0.93	0.09	0.12	before
215	8.56	0.98	1	-0.339	-0.097	-0.02	0	0.02	0	0.48	0	0	0	0	0	0	0	0	0	0	0.84	0.06	0.26	before
216	8.6	0.98	1	-0.339	-0.099	-0.02	0	0.07	0	0.49	0	0	0	0	0	0	0	0	0	0	0.78	0.02	0.46	before
217	8.64	0.98	1	-0.338	-0.099	-0.019	0	0.08	0	0.44	0	0	0	0	0	0.03	0	0.03	0	0	0.76	0.02	0.43	before
218	8.68	0.98	1	-0.343	-0.09	-0.023	0	0.08	0	0.44	0	0	0	0	0	0.04	0	0.07	0	0	0.74	0.03	0.4	before
219	8.72	0.98	1	-0.343	-0.089	-0.023	0	0.04	0	0.48	0	0	0	0	0	0.04	0	0.07	0	0	0.84	0.11	0.25	before
220	8.76	0.98	1	-0.342	-0.096	-0.023	0	0.04	0	0.55	0	0	0	0	0	0.01	0	0.04	0	0	0.97	0.19	0.23	before
221	8.8	0.98	1	-0.342	-0.095	-0.023	0	0.07	0	0.61	0	0	0	0	0	0	0	0.01	0	0	1.09	0.26	0.2	before
222	8.84	0.98	1	-0.342	-0.095	-0.023	0	0.08	0	0.61	0	0.04	0	0	0	0	0	0.01	0	0	1.08	0.2	0.15	before
223	8.88	0.98	1	-0.351	-0.098	-0.025	0	0.14	0	0.61	0	0.05	0	0	0	0.02	0	0.01	0	0	1.11	0.16	0.13	before
224	8.92	0.98	1	-0.35	-0.099	-0.025	0	0.23	0	0.63	0	0.05	0	0	0	0.02	0	0	0.06	0	1.16	0.13	0.13	before
225	8.96	0.98	1	-0.341	-0.098	-0.023	0	0.32	0	0.63	0	0.01	0	0	0	0.02	0	0	0.1	0	1.19	0.14	0.22	before
226	9	0.98	1	-0.34	-0.098	-0.023	0	0.37	0	0.62	0	0	0	0	0	0	0	0	0.15	0	1.22	0.15	0.28	before
227	9.04	0.98	1	-0.34	-0.098	-0.023	0	0.24	0	0.52	0	0	0	0	0	0	0	0	0.08	0	1.19	0.26	0.37	before
228	9.08	0.98	1	-0.344	-0.096	-0.027	0	0.18	0	0.51	0	0	0	0	0	0	0	0	0.05	0	1.1	0.34	0.41	before
229	9.12	0.98	1	-0.344	-0.097	-0.028	0	0.1	0	0.53	0	0.04	0	0	0	0	0	0	0	0	0.95	0.36	0.45	before
230	9.16	0.98	1	-0.346	-0.099	-0.029	0	0.11	0	0.57	0	0.06	0	0	0	0	0	0	0	0	0.83	0.26	0.4	before
231	9.2	0.98	1	-0.347	-0.098	-0.03	0	0.04	0	0.55	0	0.08	0	0	0	0	0	0	0	0	0.78	0.17	0.4	before
232	9.24	0.98	1	-0.347	-0.098	-0.03	0	0.09	0	0.44	0	0.04	0	0	0	0	0	0.01	0	0	0.83	0.11	0.42	before
233	9.28	0.98	1	-0.347	-0.096	-0.029	0	0.15	0	0.38	0	0.02	0	0	0	0	0	0.01	0	0	0.89	0.1	0.46	before
234	9.32	0.98	1	-0.346	-0.095	-0.029	0	0.22	0	0.27	0	0	0	0	0	0	0	0.01	0	0	0.9	0.09	0.45	before
235	9.36	0.98	1	-0.343	-0.091	-0.029	0	0.18	0	0.23	0	0	0	0	0	0	0	0	0	0	0.84	0.14	0.42	before
236	9.4	0.98	1	-0.342	-0.091	-0.028	0	0.15	0	0.19	0	0	0	0	0	0	0	0	0	0	0.79	0.17	0.4	before
237	9.44	0.98	1	-0.342	-0.091	-0.028	0	0.09	0	0.19	0	0	0	0	0	0	0	0	0	0	0.89	0.2	0.38	before
238	9.48	0.98	1	-0.344	-0.092	-0.029	0	0.05	0	0.2	0	0	0	0	0	0	0	0	0	0	0.99	0.2	0.37	before
239	9.52	0.98	1	-0.345	-0.092	-0.029	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0	1.1	0.16	0.4	before
240	9.56	0.98	1	-0.344	-0.095	-0.035	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	1.07	0.1	0.41	before
241	9.6	0.98	1	-0.344	-0.097	-0.035	0	0	0	0.54	0	0	0	0	0	0	0	0	0	0	1.04	0.09	0.38	before
242	9.64	0.98	1	-0.343	-0.097	-0.035	0	0	0	0.69	0	0	0	0	0	0	0	0	0	0	1.05	0.06	0.27	before
243	9.68	0.98	1	-0.345	-0.096	-0.035	0	0.02	0	0.73	0	0	0	0	0	0	0	0	0	0	1.14	0.05	0.28	before
244	9.72	0.98	1	-0.346	-0.097	-0.036	0	0.02	0	0.76	0	0	0	0	0	0.04	0	0	0	0	1.15	0.06	0.25	before
245	9.76	0.98	1	-0.346	-0.096	-0.036	0	0.02	0	0.7	0	0	0	0	0	0.05	0	0	0	0	1.09	0.06	0.21	before
246	9.8	0.98	1	-0.347	-0.097	-0.036	0	0.01	0	0.67	0	0	0	0	0	0.09	0	0	0	0	1	0.06	0.14	before
247	9.84	0.98	1	-0.347	-0.097	-0.036	0	0.01	0	0.57	0	0	0	0	0	0.05	0	0.02	0	0	1.04	0.11	0.16	before
248	9.88	0.98	1	-0.347	-0.098	-0.037	0	0.01	0	0.52	0	0	0	0	0	0.04	0	0.02	0	0	1.08	0.15	0.16	before
249	9.92	0.98	1	-0.349	-0.098	-0.037	0	0	0	0.33	0	0	0	0	0	0	0	0.02	0	0	1.16	0.16	0.27	before
250	9.96	0.98	1	-0.349	-0.094	-0.029	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0	1.12	0.06	0.29	before
251	10	0.98	1	-0.348	-0.095	-0.028	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	1.11	0.02	0.38	before
252	10.04	0.98	1	-0.349	-0.095	-0.028	0	0.19	0	0.14	0	0	0	0	0	0	0	0	0	0	1.02	0.08	0.46	before
253	10.08	0.98	1	-0.346	-0.092	-0.024	0	0.39	0	0.13	0	0	0	0	0	0	0	0	0	0	1.01	0.12	0.56	before
254	10.12	0.98	1	-0.346	-0.093	-0.024	0	0.61	0	0.11	0	0	0	0	0	0	0	0	0	0	1.01	0.27	0.52	before
255	10.16	0.98	1	-0.344	-0.094	-0.023	0	0.6	0	0.1	0	0	0	0	0	0	0	0	0	0	1.06	0.33	0.37	before
256	10.2	0.98	1	-0.344	-0.094	-0.023	0	0.63	0	0.09	0	0	0	0	0	0	0	0	0	0	1.1	0.4	0.25	before
257	10.24	0.98	1	-0.344	-0.094	-0.023	0	0.46	0	0.12	0	0	0	0	0	0	0	0	0	0	1.05	0.35	0.25	before
258	10.28	0.98	1	-0.346	-0.093	-0.022	0	0.33	0	0.14	0	0	0	0	0	0	0	0	0	0	0.97	0.31	0.31	before
259	10.32	0.98	1	-0.346	-0.093	-0.022	0.01	0.38	0	0.24	0	0	0	0	0	0	0	0	0	0	0.91	0.3	0.34	before
260	10.36	0.98	1	-0.351	-0.091	-0.023	0.01	0.52	0	0.29	0	0	0	0	0	0	0	0	0	0	0.9	0.31	0.35	before
261	10.4	0.98	1	-0.351	-0.092	-0.023	0.02	0.68	0	0.33	0	0	0	0	0	0	0	0	0	0	0.89	0.33	0.31	before
262	10.44	0.98	1	-0.352	-0.092	-0.023	0	0.59	0	0.21	0	0	0	0	0	0	0	0	0	0	0.94	0.27	0.2	before
263	10.48	0.98	1	-0.352	-0.091	-0.022	0	0.53	0	0.1	0	0	0	0	0	0	0	0	0	0	0.98	0.17	0.09	before
264	10.52	0.98	1	-0.351	-0.092	-0.022	0	0.36	0	0.09	0	0	0	0	0	0	0	0	0	0	1.06	0.21	0	before
265	10.56	0.98	1	-0.348	-0.086	-0.02	0	0.18	0	0.08	0	0	0	0	0	0	0	0	0.04	0	1.02	0.26	0.02	before
266	10.6	0.98	1	-0.347	-0.089	-0.019	0	0.05	0	0.08	0	0	0	0	0	0	0	0	0.04	0	1.04	0.24	0.03	before
267	10.64	0.98	1	-0.345	-0.09	-0.019	0	0.04	0	0.06	0	0	0	0	0	0	0	0.04	0.04	0	0.85	0.12	0.03	before
268	10.68	0.98	1	-0.344	-0.089	-0.019	0	0.08	0	0.14	0	0	0	0	0	0	0	0.04	0	0	0.69	0.06	0.01	before
269	10.72	0.98	1	-0.345	-0.089	-0.02	0	0.12	0	0.21	0	0	0	0	0	0	0	0.05	0	0	0.53	0.06	0	before
270	10.76	0.98	1	-0.345	-0.089	-0.02	0	0.14	0	0.2	0	0	0	0	0	0	0	0.01	0	0	0.66	0.03	0	before
271	10.8	0.98	1	-0.347	-0.093	-0.02	0	0.17	0	0.17	0	0	0	0	0	0	0	0.01	0	0	0.84	0.02	0	before
272	10.84	0.98	1	-0.347	-0.092	-0.02	0	0.17	0	0.26	0	0	0	0	0	0	0	0	0	0	0.95	0.08	0.06	before
273	10.88	0.98	1	-0.346	-0.092	-0.022	0	0.21	0	0.34	0	0	0	0	0	0	0	0	0	0	0.9	0.12	0.11	before
274	10.92	0.98	1	-0.346	-0.091	-0.022	0	0.25	0	0.44	0	0	0	0	0	0	0	0	0	0	0.82	0.18	0.17	before
275	10.96	0.98	1	-0.346	-0.091	-0.022	0	0.28	0	0.42	0	0	0	0	0	0	0	0	0	0	0.91	0.22	0.12	before
276	11	0.98	1	-0.344	-0.094	-0.025	0	0.19	0	0.37	0	0	0	0	0	0	0	0	0	0	1.03	0.23	0.15	before
277	11.04	0.98	1	-0.343	-0.094	-0.027	0	0.08	0	0.33	0	0	0	0	0	0	0	0	0	0	1.05	0.16	0.18	before
278	11.08	0.98	1	-0.341	-0.094	-0.026	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0.97	0.09	0.25	before
279	11.12	0.98	1	-0.341	-0.094	-0.026	0	0.01	0	0.33	0	0	0	0	0	0	0	0	0	0	0.89	0.06	0.24	before
280	11.16	0.98	1	-0.341	-0.094	-0.026	0	0.01	0	0.29	0	0	0	0	0	0	0	0	0	0	0.96	0.18	0.26	before
281	11.2	0.98	1	-0.347	-0.094	-0.029	0	0.01	0	0.3	0	0	0	0	0	0	0	0	0	0	1.01	0.26	0.28	before
282	11.24	0.98	1	-0.348	-0.094	-0.029	0	0	0	0.19	0	0	0	0	0	0	0	0	0	0	1.06	0.36	0.2	before
283	11.28	0.98	1	-0.344	-0.099	-0.029	0	0.01	0	0.12	0	0	0	0	0	0	0	0	0	0	1.03	0.35	0.1	before
284	11.32	0.98	1	-0.343	-0.1	-0.028	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	1	0.35	0	before
285	11.36	0.98	1	-0.344	-0.1	-0.028	0	0.03	0	0.01	0	0	0	0	0	0	0	0	0	0	1.04	0.39	0	before
286	11.4	0.98	1	-0.342	-0.096	-0.031	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	1.09	0.4	0.01	before
287	11.44	0.98	1	-0.343	-0.095	-0.031	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	1.15	0.4	0.05	before
288	11.48	0.98	1	-0.342	-0.093	-0.032	0	0.08	0	0.09	0	0	0	0	0	0	0	0	0	0	1.07	0.3	0.13	before
289	11.52	0.98	1	-0.338	-0.09	-0.031	0	0.08	0	0.18	0	0	0	0	0	0	0	0	0	0	1.06	0.25	0.2	before
290	11.56	0.98	1	-0.339	-0.09	-0.031	0	0.03	0	0.31	0	0	0	0	0	0	0	0	0	0	0.99	0.14	0.28	before
291	11.6	0.98	1	-0.345	-0.095	-0.036	0	0.05	0	0.37	0	0	0	0	0	0	0	0	0	0	0.97	0.07	0.34	before
292	11.64	0.98	1	-0.346	-0.096	-0.037	0	0.05	0	0.47	0	0	0	0	0	0	0	0	0	0	0.93	0.08	0.48	before
293	11.68	0.98	1	-0.346	-0.094	-0.036	0	0.02	0	0.53	0	0	0	0	0	0	0	0	0	0	0.93	0.19	0.6	before
294	11.72	0.98	1	-0.345	-0.093	-0.036	0	0.01	0	0.58	0	0	0	0	0	0	0	0	0	0	0.97	0.3	0.67	before
295	11.76	0.98	1	-0.345	-0.093	-0.036	0	0.01	0	0.51	0	0	0	0	0	0	0	0	0	0	0.94	0.4	0.62	before
296	11.8	0.98	1	-0.348	-0.098	-0.039	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0.93	0.44	0.58	before
297	11.84	0.98	1	-0.348	-0.098	-0.04	0	0.01	0	0.32	0	0	0	0	0	0	0	0.12	0.01	0	0.84	0.4	0.59	before
298	11.88	0.98	1	-0.344	-0.096	-0.037	0	0.05	0	0.29	0	0	0	0	0	0.01	0	0.25	0.03	0	0.82	0.34	0.71	before
299	11.92	0.98	1	-0.345	-0.095	-0.037	0	0.05	0	0.24	0	0	0	0	0	0.01	0	0.39	0.04	0	0.8	0.27	0.77	before
300	11.96	0.98	1	-0.345	-0.096	-0.037	0	0.04	0	0.42	0	0	0	0	0	0.01	0	0.27	0.04	0	0.93	0.27	0.63	before
301	12	0.98	1	-0.348	-0.1	-0.037	0	0	0	0.58	0	0	0	0	0	0	0	0.16	0.01	0	0.98	0.23	0.39	before
302	12.04	0.98	1	-0.347	-0.1	-0.037	0.01	0.1	0	0.64	0	0	0	0	0	0	0	0.02	0	0	1.12	0.23	0.3	before
303	12.08	0.98	1	-0.352	-0.098	-0.038	0.02	0.25	0	0.53	0	0	0	0	0	0	0	0.01	0	0	1.23	0.25	0.43	before
304	12.12	0.98	1	-0.351	-0.098	-0.038	0.02	0.38	0	0.43	0	0	0	0	0	0	0	0	0	0	1.35	0.28	0.59	before
305	12.16	0.98	1	-0.35	-0.098	-0.038	0.01	0.37	0	0.36	0	0	0	0	0	0	0	0	0	0	1.4	0.32	0.6	before
306	12.2	0.98	1	-0.352	-0.096	-0.038	0	0.33	0	0.33	0	0	0	0	0	0	0	0	0	0	1.39	0.39	0.62	before
307	12.24	0.98	1	-0.352	-0.096	-0.038	0	0.24	0	0.25	0	0	0	0	0	0	0	0.01	0	0	1.32	0.36	0.58	before
308	12.28	0.98	1	-0.352	-0.091	-0.036	0	0.21	0	0.28	0	0	0	0	0	0	0	0.01	0	0	1.27	0.31	0.53	before
309	12.32	0.98	1	-0.352	-0.091	-0.036	0	0.17	0	0.29	0	0	0	0	0	0	0	0.01	0	0	1.22	0.2	0.44	before
310	12.36	0.98	1	-0.352	-0.091	-0.036	0	0.32	0	0.39	0	0	0	0	0	0	0	0	0	0	1.24	0.17	0.57	before
311	12.4	0.98	1	-0.355	-0.092	-0.037	0	0.47	0	0.49	0	0	0	0	0	0	0	0	0	0	1.27	0.18	0.71	before
312	12.44	0.98	1	-0.355	-0.092	-0.037	0	0.55	0	0.52	0	0	0	0	0	0	0	0	0	0	1.15	0.25	0.76	before
313	12.48	0.98	1	-0.354	-0.093	-0.038	0	0.47	0	0.41	0	0	0	0	0	0	0	0	0	0	1.06	0.3	0.68	before
314	12.52	0.98	1	-0.354	-0.093	-0.039	0	0.35	0	0.31	0	0	0	0	0	0	0	0	0	0	0.97	0.32	0.62	before
315	12.56	0.98	1	-0.354	-0.093	-0.039	0	0.19	0	0.21	0	0	0	0	0	0	0	0	0	0	0.98	0.32	0.64	before
316	12.6	0.98	1	-0.353	-0.091	-0.036	0	0.09	0	0.18	0	0	0	0	0	0	0	0.01	0	0	1.02	0.31	0.6	before
317	12.64	0.98	1	-0.354	-0.092	-0.036	0	0.07	0	0.09	0	0	0	0	0	0	0	0.01	0	0	1.05	0.3	0.58	before
318	12.68	0.98	1	-0.351	-0.092	-0.033	0	0.18	0	0.13	0	0	0	0	0	0	0	0.01	0	0	1.04	0.27	0.61	before
319	12.72	0.98	1	-0.35	-0.091	-0.033	0	0.25	0	0.1	0	0	0	0	0	0	0	0	0	0	1.01	0.25	0.64	before
320	12.76	0.98	1	-0.35	-0.092	-0.033	0	0.24	0	0.1	0	0	0	0	0	0	0	0	0	0	1.01	0.18	0.69	before
321	12.8	0.98	1	-0.349	-0.091	-0.024	0	0.13	0	0.03	0	0	0	0	0	0	0	0	0	0	1.02	0.15	0.72	before
322	12.84	0.98	1	-0.347	-0.092	-0.022	0	0.06	0	0	0	0	0	0	0	0	0	0.02	0	0	1.02	0.06	0.83	before
323	12.88	0.98	1	-0.347	-0.091	-0.023	0	0.01	0	0	0	0	0	0	0	0	0	0.02	0	0	0.96	0.05	0.86	before
324	12.92	0.98	1	-0.346	-0.091	-0.023	0	0.18	0	0	0	0	0	0	0	0	0	0.06	0	0	0.95	0	0.8	before
325	12.96	0.98	1	-0.346	-0.089	-0.023	0	0.31	0	0.06	0	0	0	0	0	0	0	0.04	0	0	0.99	0.09	0.65	before
326	13	0.98	1	-0.348	-0.093	-0.024	0	0.41	0	0.1	0	0	0	0	0	0	0	0.04	0	0	1.06	0.14	0.5	before
327	13.04	0.98	1	-0.346	-0.094	-0.024	0	0.44	0	0.22	0	0	0	0	0	0	0	0	0	0	1.13	0.2	0.3	before
328	13.08	0.98	1	-0.35	-0.09	-0.024	0	0.53	0	0.28	0	0	0	0	0	0	0	0	0	0	1.15	0.12	0.13	before
329	13.12	0.98	1	-0.35	-0.09	-0.024	0	0.63	0	0.33	0	0	0	0	0	0	0	0	0	0	1.16	0.07	0	before
330	13.16	0.98	1	-0.351	-0.09	-0.024	0	0.59	0	0.22	0	0	0	0	0	0	0	0	0	0	1.16	0.03	0.09	before
331	13.2	0.98	1	-0.348	-0.091	-0.023	0	0.52	0	0.12	0	0	0	0	0	0.01	0	0	0	0	1.17	0.07	0.19	before
332	13.24	0.98	1	-0.349	-0.09	-0.023	0	0.46	0	0.04	0	0	0	0	0	0.01	0	0	0	0	1.19	0.1	0.27	before
333	13.28	0.98	1	-0.349	-0.09	-0.023	0	0.48	0	0.14	0	0	0	0	0	0.01	0	0	0	0	1.21	0.13	0.27	before
334	13.32	0.98	1	-0.349	-0.09	-0.021	0	0.47	0	0.25	0	0	0	0	0	0	0	0	0	0	1.2	0.17	0.29	before
335	13.36	0.98	1	-0.35	-0.09	-0.021	0	0.41	0	0.44	0	0	0	0	0	0	0	0	0	0	1.22	0.34	0.29	before
336	13.4	0.98	1	-0.35	-0.094	-0.022	0	0.3	0	0.47	0	0	0	0	0	0	0	0.01	0.1	0	1.16	0.3	0.3	before
337	13.44	0.98	1	-0.346	-0.094	-0.022	0	0.22	0	0.5	0	0	0	0	0	0	0	0.03	0.21	0	1.11	0.23	0.29	before
338	13.48	0.98	1	-0.346	-0.093	-0.023	0	0.3	0	0.33	0	0	0	0	0	0	0	0.03	0.24	0	1.09	0.02	0.34	before
339	13.52	0.98	1	-0.347	-0.095	-0.024	0	0.36	0	0.22	0	0	0	0	0	0	0	0.02	0.16	0	1.12	0	0.37	before
340	13.56	0.98	1	-0.347	-0.095	-0.024	0	0.38	0	0.14	0	0	0	0	0	0	0	0	0.05	0	1.07	0.03	0.52	before
341	13.6	0.98	1	-0.349	-0.093	-0.024	0	0.3	0	0.14	0	0	0	0	0	0	0	0	0.02	0	0.98	0.03	0.65	before
342	13.64	0.98	1	-0.349	-0.093	-0.025	0	0.26	0	0.14	0	0	0	0	0	0	0	0	0	0	0.91	0.04	0.77	before
343	13.68	0.98	1	-0.349	-0.093	-0.025	0	0.15	0	0.09	0	0	0	0	0	0	0	0	0	0	0.99	0.09	0.58	before
344	13.72	0.98	1	-0.353	-0.094	-0.029	0	0.12	0	0.11	0	0	0	0	0	0	0	0	0	0	1.07	0.19	0.44	before
345	13.76	0.98	1	-0.353	-0.093	-0.029	0	0.03	0	0.24	0	0	0	0	0	0	0	0	0	0	1.1	0.23	0.27	before
346	13.8	0.98	1	-0.353	-0.095	-0.029	0	0.03	0	0.4	0	0	0	0	0	0	0	0	0	0	1.08	0.2	0.26	before
347	13.84	0.98	1	-0.353	-0.094	-0.029	0	0	0	0.52	0	0	0	0	0	0	0	0	0	0	1.04	0.15	0.2	before
348	13.88	0.98	1	-0.352	-0.095	-0.029	0	0.01	0	0.46	0	0	0	0	0	0	0	0	0	0	1.09	0.3	0.28	before
349	13.92	0.98	1	-0.356	-0.091	-0.03	0	0.08	0	0.35	0	0	0	0	0	0	0	0	0	0	1.12	0.45	0.42	before
350	13.96	0.98	1	-0.356	-0.091	-0.03	0	0.22	0	0.19	0	0	0	0	0	0	0	0	0	0	1.11	0.47	0.54	before
351	14	0.98	1	-0.353	-0.093	-0.03	0	0.35	0	0.08	0	0	0	0	0	0	0	0	0	0	1.07	0.37	0.56	before
352	14.04	0.98	1	-0.353	-0.093	-0.03	0	0.43	0	0	0	0	0	0	0	0	0	0	0	0	1.05	0.27	0.52	before
353	14.08	0.98	1	-0.353	-0.093	-0.03	0	0.36	0	0.03	0	0	0	0	0	0	0	0	0	0	1.07	0.33	0.63	before
354	14.12	0.98	1	-0.351	-0.091	-0.031	0	0.25	0	0.04	0	0	0	0	0	0	0	0	0	0	1.07	0.34	0.75	before
355	14.16	0.98	1	-0.351	-0.09	-0.031	0	0.15	0	0.09	0	0	0	0	0	0	0	0	0	0	1.01	0.34	0.8	before
356	14.2	0.98	1	-0.354	-0.091	-0.031	0	0.14	0	0.15	0	0	0	0	0	0	0	0	0	0	1.01	0.34	0.76	before
357	14.24	0.98	1	-0.356	-0.091	-0.032	0	0.16	0	0.2	0	0	0	0	0	0	0	0	0	0	1	0.36	0.69	before
358	14.28	0.98	1	-0.356	-0.091	-0.032	0	0.13	0	0.23	0	0	0	0	0	0	0	0	0	0	0.98	0.26	0.59	before
359	14.32	0.98	1	-0.356	-0.093	-0.035	0	0.09	0	0.26	0	0	0	0	0	0	0	0	0	0	0.88	0.12	0.47	before
360	14.36	0.98	1	-0.356	-0.092	-0.035	0	0.12	0	0.35	0	0	0	0	0	0	0	0	0	0	0.92	0.13	0.51	before
361	14.4	0.98	1	-0.352	-0.088	-0.034	0	0.17	0	0.38	0	0	0	0	0	0	0	0	0	0	1.07	0.29	0.63	before
362	14.44	0.98	1	-0.35	-0.089	-0.033	0	0.22	0	0.42	0	0	0	0	0	0	0	0	0	0	1.21	0.43	0.72	before
363	14.48	0.98	1	-0.349	-0.089	-0.033	0	0.15	0	0.31	0	0	0	0	0	0	0	0	0	0	1.18	0.49	0.68	before
364	14.52	0.98	1	-0.349	-0.093	-0.035	0	0.08	0	0.18	0	0	0	0	0	0	0	0	0	0	1.13	0.5	0.69	before
365	14.56	0.98	1	-0.349	-0.092	-0.035	0	0.12	0	0.1	0	0	0	0	0	0	0	0	0	0	1.05	0.51	0.69	before
366	14.6	0.98	1	-0.353	-0.093	-0.036	0	0.23	0	0.13	0	0	0	0	0	0	0	0	0	0	1.01	0.45	0.66	before
367	14.64	0.98	1	-0.353	-0.093	-0.036	0	0.37	0	0.22	0	0	0	0	0	0	0	0	0	0	0.98	0.39	0.63	before
368	14.68	0.98	1	-0.353	-0.093	-0.037	0	0.26	0	0.27	0	0	0	0	0	0	0	0	0	0	0.91	0.37	0.63	before
369	14.72	0.98	1	-0.354	-0.097	-0.038	0	0.15	0	0.31	0	0	0	0	0	0	0	0	0	0	0.81	0.37	0.64	before
370	14.76	0.98	1	-0.355	-0.097	-0.038	0	0.02	0	0.25	0	0	0	0	0	0	0	0	0	0	0.81	0.3	0.64	before
371	14.8	0.98	1	-0.35	-0.092	-0.028	0	0.07	0	0.22	0	0	0	0	0	0	0	0	0	0	0.88	0.18	0.62	before
372	14.84	0.98	1	-0.348	-0.093	-0.028	0	0.16	0	0.12	0	0	0	0	0	0	0	0	0	0	0.98	0.06	0.7	before
373	14.88	0.98	1	-0.347	-0.094	-0.029	0	0.3	0	0.11	0	0	0	0	0	0	0	0	0	0	0.95	0.11	0.66	before
374	14.92	0.98	1	-0.347	-0.091	-0.025	0	0.38	0	0.04	0	0	0	0	0	0	0	0	0	0	0.9	0.21	0.61	before
375	14.96	0.98	1	-0.347	-0.092	-0.024	0	0.51	0	0.04	0	0	0	0	0	0	0	0	0	0	0.87	0.2	0.33	before
376	15	0.98	1	-0.349	-0.092	-0.024	0	0.55	0	0.02	0	0	0	0	0	0	0	0	0	0	0.83	0.11	0.15	before
